case_id,detective_name,rank,season,episode,crime_type,borough,case_status,arrests_made,cases_solved,hours_worked,annual_salary_usd,perpetrator_age,nine_nine_quote,date_clean
99-1117,"Amy Santiago",Detective,1,S01E07,ARSON,BROOKLYN,OPEN,0,98,24,96127,51,,2016-11-07
99-1118,"Michael Hitchcock",Detective,5,S05E20,VANDALISME,MANHATTAN,DISMISSED,4,94,21.3,NULL,45,,2019-11-01
99-1119,NULL,Detective,8,S08E06,ROBBERY,"STATEN  ISLAND",OPEN,38,11,63.4,71046,42,,2017-11-08
99-1120,"Jake Peralta",Detective,8,S08E22,ROBBERY,BRONX,OPEN,4,15,65.7,64301,73,,2017-01-23
99-1121,"Terry Jeffords",Sergeant,4,S04E07,"GRAND LARCENY",MANHATTAN,"UNDER INVESTIGATION",43,81,34.4,NULL,70,"Cool cool cool cool cool",2018-06-06
99-1122,NULL,Detective,5,S05E07,BURGLARY,MANHATTAN,DISMISSED,13,65,31.4,90513,71,,2014-11-28
99-1124,NULL,Detective,3,S03E13,"DRUG POSSESSION",BRONX,CLOSED,26,14,58.2,0,67,,2020-04-19
99-1125,"Terry Jeffords",Sergeant,1,S01E20,STALKING,MANHATTAN,CLOSED,38,12,56.2,73427,74,,2020-06-21
99-1126,"Norm Scully",Detective,7,S07E05,MURDER,QUEENS,"UNDER INVESTIGATION",42,83,57.1,63100,16,"I want to go to there",2021-03-14
99-1128,"Norm Scully",Detective,2,S02E05,VANDALISM,QUEENS,CLOSED,46,89,67.7,63617,45,"Cool cool cool cool cool",2021-11-30
99-1133,"Norm Scully",Detective,7,S07E08,"DRUG POSSESSION",BROOKLYN,DISMISSED,24,76,33.6,0,55,,2013-06-20
99-1134,"Amy Santiago",Detective,8,S08E20,ROBBERY,"STATEN  ISLAND","UNDER INVESTIGATION",46,12,67.6,NULL,59,,2013-12-19
99-1135,"Norm Scully",Detective,6,S06E08,MURDER,MANHATTAN,DISMISSED,3,6,59.3,NULL,26,,2013-05-20
99-1136,"Gina Linetti",Administrator,1,S01E02,ASSAULT,BROOKLYN,OPEN,2,4,51.2,117608,37,"Cool cool cool cool cool",2015-03-29
99-1137,"Rosa Diaz",Detective,8,S08E10,STALKING,"STATEN  ISLAND",DISMISSED,32,54,21.1,61604,54,"Get that bread",2014-10-08
99-1138,"Norm Scully",Detective,4,S04E13,"GRAND LARCENY",BROOKLYN,DISMISSED,22,8,54.9,67282,27,"Halloween Heist Champion",2021-10-13
99-1139,"Charles Boyle",Detective,1,S01E09,MURDER,BRONX,DISMISSED,22,50,62.5,75470,20,,2021-07-15
99-1140,"Gina Linetti",Administrator,7,S07E12,BURGLARY,BRONX,CLOSED,22,50,46.6,79803,28,Nine-Nine!,2019-01-18
99-1142,"Terry Jeffords",Sergeant,3,S03E16,"GRAND LARCENY",QUEENS,CLOSED,18,5,52.7,104368,55,,2019-10-04
99-1143,"Raymond Holt",Captain,6,S06E12,BURGLERY,MANHATTAN,"COLD CASE",36,89,65.9,NULL,21,"I am a human person",2019-04-13
99-1144,"Raymond Holt",Captain,1,S01E11,"GRAND LARCENY",BROOKLYN,"IN PROGRESS",18,20,74.9,101241,74,"The squad has arrived",2021-04-17
99-1145,NULL,Detective,4,S04E07,MURDER,BROOKLYN,ONGOING,48,5,31.7,NULL,22,,2015-04-28
99-1146,"Rosa Diaz",Detective,6,S06E21,ROBBERY,MANHATTAN,"COLD CASE",39,2,55.1,56314,43,"Get that bread",2018-10-20
99-1148,"Amy Santiago",Detective,5,S05E17,FRAUD,QUEENS,DISMISSED,45,92,32.2,81947,46,,2017-08-10
99-1149,"Jake Peralta",Detective,4,S04E05,STALKING,BROOKLYN,DISMISSED,44,23,47.1,73931,64,Noice,2019-07-30
99-1151,"Michael Hitchcock",Detective,5,S05E09,BURGLARY,BRONX,OPEN,36,28,35.5,76806,18,"I want to go to there",2020-04-16
99-1153,"Charles Boyle",Detective,7,S07E10,FRAUD,MANHATTAN,ONGOING,21,50,48.4,67728,28,,NULL
99-1155,"Terry Jeffords",Sergeant,3,S03E07,STALKING,BRONX,CLOSED,10,16,36.5,97121,18,"I am a human person",NULL
99-1156,"Michael Hitchcock",Detective,8,S08E18,BURGLARY,BROOKLYN,"COLD CASE",1,90,24.9,83611,22,"I am a human person",2018-06-08
99-1157,"Gina Linetti",Administrator,3,S03E18,MURDER,BRONX,ONGOING,2,51,79.1,106407,34,,2018-08-06
99-1158,"Terry Jeffords",Sergeant,3,S03E15,STALKING,"STATEN  ISLAND","IN PROGRESS",18,26,37.1,111384,74,,2015-08-19
99-1159,"Charles Boyle",Detective,4,S04E04,VANDALISM,QUEENS,"COLD CASE",45,44,48.4,91283,75,,2016-03-31
99-1160,"Raymond Holt",Captain,1,S01E10,FRAUD,MANHATTAN,"UNDER INVESTIGATION",47,23,54.6,69201,59,,2016-03-04
99-1161,"Rosa Diaz",Detective,2,S02E13,ROBBERY,MANHATTAN,CLOSED,16,40,63.2,57309,36,Noice,2018-02-13
99-1165,"Charles Boyle",Detective,2,S02E19,"GRAND LARCENY",BRONX,CLOSED,11,8,78,118520,54,"Cool cool cool cool cool",2021-06-30
99-1166,"Raymond Holt",Captain,7,S07E06,"GRAND LARCENY",MANHATTAN,CLOSED,16,86,58.3,98901,70,,2014-06-15
99-1169,"Norm Scully",Detective,2,S02E09,BURGLARY,BRONX,"UNDER INVESTIGATION",9,72,43.8,73816,33,,2014-08-01
99-1170,"Michael Hitchcock",Sergeant,2,S02E02,BURGLARY,BRONX,OPEN,48,34,60.6,98676,31,"Title of your sex tape",2017-10-20
99-1171,"Raymond Holt",Captain,8,S08E01,MURDER,BRONX,OPEN,28,33,33.4,63631,74,,2015-11-26
99-1172,"Raymond Holt",Captain,2,S02E20,MURDER,BRONX,CLOSED,34,3,75.4,97542,66,,2014-03-01
99-1174,"Amy Santiago",Detective,7,S07E09,STALKING,BRONX,"UNDER INVESTIGATION",1,93,45.6,NULL,54,Bingpot!,2021-07-06
99-1175,"Terry Jeffords",Sergeant,5,S05E18,ROBBERY,"STATEN  ISLAND",DISMISSED,33,92,61.3,64888,35,,NULL
99-1176,NULL,Detective,3,S03E12,MURDER,QUEENS,OPEN,33,31,47,NULL,60,,2013-12-12
99-1178,"Norm Scully",Detective,2,S02E05,STALKING,BRONX,OPEN,1,69,66.8,NULL,74,,2019-10-02
99-1180,"Rosa Diaz",Detective,7,S07E03,VANDALISM,"STATEN  ISLAND",ONGOING,4,35,78.9,101734,15,Noice,2018-03-08
99-1181,"Gina Linetti",Administrator,7,S07E18,STALKING,"STATEN  ISLAND",CLOSED,7,32,52.4,115098,53,Noice,2015-02-19
99-1183,"Jake Peralta",Detective,1,S01E22,STALKING,MANHATTAN,OPEN,1,7,31.8,100265,75,,2014-07-03
99-1186,"Amy Santiago",Detective,3,S03E01,VANDALISM,QUEENS,"UNDER INVESTIGATION",27,29,72.9,58910,75,,2019-10-09
99-1187,"Charles Boyle",Detective,3,S03E16,STALKING,MANHATTAN,DISMISSED,6,81,47.4,NULL,69,Bingpot!,2014-10-24
99-1191,"Charles Boyle",Detective,5,S05E23,MURDER,MANHATTAN,OPEN,35,2,26.4,108049,69,,2019-06-24
99-1192,"Terry Jeffords",Sergeant,4,S04E16,ASSAULT,QUEENS,"COLD CASE",43,100,65.9,99771,19,Nine-Nine!,2013-09-04
99-1193,"Gina Linetti",Administrator,3,S03E09,VANDALISME,QUEENS,CLOSED,16,78,78.4,61091,31,,2013-02-01
99-1195,"Amy Santiago",Detective,3,S03E21,MURDER,MANHATTAN,DISMISSED,43,43,74,NULL,70,,2019-07-08
99-1196,"Gina Linetti",Administrator,5,S05E16,MURDER,QUEENS,"IN PROGRESS",20,68,66,NULL,67,Nine-Nine!,2013-07-07
99-1199,"Michael Hitchcock",Detective,2,S02E08,ASSAULT,BROOKLYN,"COLD CASE",26,39,78.6,64177,25,,2017-02-22
99-1201,NULL,Detective,8,S08E22,BURGLERY,MANHATTAN,DISMISSED,22,35,26.3,116219,31,"I want to go to there",2018-06-09
99-1203,"Michael Hitchcock",Sergeant,5,S05E04,VANDALISM,MANHATTAN,CLOSED,50,76,71.8,NULL,27,,2020-12-18
99-1206,"Charles Boyle",Detective,6,S06E16,MURDER,BROOKLYN,"COLD CASE",16,63,44.2,95704,48,,2020-06-28
99-1210,"Michael Hitchcock",Sergeant,4,S04E07,ASSAULT,"STATEN  ISLAND",CLOSED,35,72,28.1,63204,56,"I am a human person",2017-04-23
99-1211,"Gina Linetti",Administrator,2,S02E14,FRAUD,"STATEN  ISLAND",OPEN,41,69,75.6,0,60,"Title of your sex tape",2014-08-09
99-1212,"Charles Boyle",Detective,3,S03E12,FRAUD,MANHATTAN,"UNDER INVESTIGATION",23,25,45.6,116236,15,,2019-09-14
99-1213,"Jake Peralta",Detective,2,S02E05,ROBBERY,"STATEN  ISLAND",DISMISSED,29,25,59.9,89833,75,,2020-06-03
99-1214,"Charles Boyle",Detective,1,S01E21,ARSON,BROOKLYN,OPEN,30,5,26.9,70904,20,"Cool cool cool cool cool",2016-08-23
99-1217,"Raymond Holt",Captain,7,S07E18,ARSON,MANHATTAN,CLOSED,19,83,24.5,57322,49,Noice,NULL
99-1218,"Norm Scully",Detective,3,S03E02,VANDALISM,BRONX,DISMISSED,36,34,45.8,96097,35,"Cool cool cool cool cool",2017-11-14
99-1219,"Raymond Holt",Captain,5,S05E04,STALKING,QUEENS,"IN PROGRESS",16,85,64.8,93977,48,,2019-10-17
99-1220,"Amy Santiago",Detective,1,S01E16,MURDER,QUEENS,"COLD CASE",37,47,64.7,NULL,23,,2019-04-11
99-1222,"Raymond Holt",Captain,5,S05E10,ARSON,BRONX,"COLD CASE",7,94,28.4,NULL,66,,2020-11-09
99-1223,"Terry Jeffords",Sergeant,5,S05E05,FRAUD,MANHATTAN,CLOSED,44,56,72.9,95664,16,,2019-05-18
99-1226,"Charles Boyle",Detective,7,S07E16,VANDALISM,BRONX,OPEN,50,7,60.1,67492,75,,2016-11-15
99-1227,"Raymond Holt",Captain,2,S02E15,FRAUD,"STATEN  ISLAND","COLD CASE",49,3,49.5,68384,31,"I want to go to there",2020-11-05
99-1229,"Gina Linetti",Administrator,2,S02E02,MURDER,BROOKLYN,DISMISSED,21,63,34.2,82349,48,,2020-10-13
99-1230,"Gina Linetti",Administrator,2,S02E13,"DRUG POSSESSION",QUEENS,"IN PROGRESS",44,80,69,94866,71,,2021-11-27
99-1231,"Amy Santiago",Detective,4,S04E03,STALKING,QUEENS,CLOSED,12,45,45.7,75330,38,,2014-10-20
99-1232,"Michael Hitchcock",Detective,2,S02E02,MURDER,MANHATTAN,"UNDER INVESTIGATION",0,58,41.7,59792,34,Noice,2015-06-08
99-1233,"Gina Linetti",Administrator,5,S05E06,STALKING,"STATEN  ISLAND",OPEN,31,6,59,NULL,32,,2021-08-03
99-1234,"Terry Jeffords",Sergeant,2,S02E13,FRAUD,MANHATTAN,DISMISSED,19,61,44,63479,71,Bingpot!,2014-07-13
99-1235,"Norm Scully",Detective,6,S06E12,ASSAULT,BRONX,OPEN,25,36,68.8,NULL,65,,2015-10-04
99-1237,"Terry Jeffords",Sergeant,3,S03E15,ROBBERY,BRONX,DISMISSED,20,35,65.8,113592,64,,2015-03-19
99-1238,"Terry Jeffords",Sergeant,6,S06E20,MURDER,"STATEN  ISLAND",OPEN,2,22,45.5,117898,55,,2013-11-02
99-1240,"Jake Peralta",Detective,4,S04E12,"GRAND LARCENY","STATEN  ISLAND","COLD CASE",43,92,26.2,104195,19,,2018-04-15
99-1242,"Terry Jeffords",Sergeant,4,S04E04,ASSAULT,BROOKLYN,OPEN,36,44,69.4,57879,73,Noice,2021-07-06
99-1244,"Norm Scully",Detective,6,S06E18,ASSAULT,QUEENS,"UNDER INVESTIGATION",2,65,41.1,113559,21,,2019-12-18
99-1246,"Rosa Diaz",Detective,8,S08E09,BURGLARY,"STATEN  ISLAND",DISMISSED,20,27,45.9,NULL,25,,2013-09-11
99-1247,"Jake Peralta",Detective,2,S02E21,MURDER,"STATEN  ISLAND","COLD CASE",4,44,25.9,102560,53,Nine-Nine!,2014-01-09
99-1248,"Terry Jeffords",Sergeant,1,S01E07,ARSON,BRONX,DISMISSED,36,36,27.6,106258,26,,2021-11-07
99-1249,"Raymond Holt",Captain,8,S08E23,VANDALISME,BRONX,OPEN,29,100,72.1,90124,58,,2021-06-27
99-1250,"Amy Santiago",Detective,7,S07E16,BURGLARY,QUEENS,DISMISSED,0,16,42.7,NULL,52,,2021-08-16
99-1251,"Raymond Holt",Captain,3,S03E07,VANDALISM,"STATEN  ISLAND",OPEN,16,51,34.5,108544,39,"The squad has arrived",2018-03-12
99-1252,"Rosa Diaz",Detective,2,S02E10,ASSAULT,BROOKLYN,CLOSED,32,7,45.6,85864,23,Noice,2020-11-12
99-1253,"Terry Jeffords",Sergeant,4,S04E11,ROBBERY,"STATEN  ISLAND",CLOSED,0,72,78.6,NULL,21,,2021-04-18
99-1254,"Raymond Holt",Captain,6,S06E16,"DRUG  POSSESSION",BRONX,CLOSED,11,25,20.1,81857,64,,2017-12-02
99-1255,"Norm Scully",Detective,7,S07E21,MURDER,BROOKLYN,"COLD CASE",28,43,62.8,89855,52,Noice,2017-06-24
99-1256,"Jake Peralta",Detective,5,S05E23,MURDER,"STATEN  ISLAND","COLD CASE",0,65,75.6,82350,45,,NULL
99-1257,"Jake Peralta",Detective,7,S07E04,MURDER,MANHATTAN,CLOSED,19,17,32.4,60540,63,,2015-04-01
99-1258,"Gina Linetti",Administrator,7,S07E22,"GRAND LARCENY",BROOKLYN,DISMISSED,34,19,37,75125,69,,2021-12-22
99-1259,"Terry Jeffords",Sergeant,2,S02E19,"GRAND LARCENY",MANHATTAN,ONGOING,13,61,27.4,67461,21,,2018-12-27
99-1260,"Michael Hitchcock",Sergeant,3,S03E22,MURDER,"STATEN  ISLAND",CLOSED,44,9,59.8,99171,44,,2013-09-30
99-1262,"Rosa Diaz",Detective,6,S06E01,ROBERRY,QUEENS,"COLD CASE",1,54,78.6,115178,16,,2013-05-14
99-1263,"Gina Linetti",Administrator,7,S07E16,ASSAULT,"STATEN  ISLAND",DISMISSED,15,81,65.8,118417,45,,2017-06-21
99-1265,NULL,Detective,5,S05E08,"GRAND LARCENY","STATEN  ISLAND",CLOSED,26,18,74.4,56715,55,,2020-04-30
99-1266,"Norm Scully",Detective,2,S02E23,STALKING,BRONX,CLOSED,38,43,38.7,107821,17,,2017-02-19
99-1267,"Raymond Holt",Captain,5,S05E17,BURGLARY,QUEENS,OPEN,19,37,58.3,NULL,65,Noice,2020-01-29
99-1268,"Terry Jeffords",Sergeant,8,S08E02,ARSON,BRONX,ONGOING,8,60,27.5,98572,63,"The squad has arrived",2016-01-23
99-1269,"Terry Jeffords",Sergeant,2,S02E01,MURDER,BROOKLYN,OPEN,38,36,55.7,76950,22,,2017-08-14
99-1270,NULL,Detective,4,S04E11,MURDER,BROOKLYN,CLOSED,29,100,64.4,107773,22,,2017-09-13
99-1273,"Jake Peralta",Detective,3,S03E10,ROBBERY,BRONX,"UNDER INVESTIGATION",14,50,25.9,NULL,20,"I am a human person",2020-04-29
99-1275,NULL,Detective,3,S03E19,FRAUD,BROOKLYN,OPEN,46,53,40.8,85051,26,,2019-07-09
99-1276,"Gina Linetti",Administrator,6,S06E07,ROBERRY,BROOKLYN,"COLD CASE",46,62,43.4,68510,39,,NULL
99-1277,"Jake Peralta",Detective,6,S06E21,ARSON,MANHATTAN,OPEN,18,82,43.5,107447,25,,2017-03-26
99-1278,"Terry Jeffords",Sergeant,3,S03E23,"GRAND LARCENY",BRONX,CLOSED,12,52,30.4,73371,62,,2015-06-23
99-1280,"Terry Jeffords",Sergeant,6,S06E21,MURDER,"STATEN  ISLAND",OPEN,5,42,54.6,NULL,54,,2018-09-02
99-1281,NULL,NULL,6,S06E20,"DRUG POSESSION",MANHATTAN,CLOSED,28,59,78.7,NULL,42,,2018-12-04
99-1283,"Charles Boyle",Detective,3,S03E08,STALKING,BRONX,OPEN,25,60,67.8,72676,42,,2016-05-01
99-1284,"Charles Boyle",Detective,7,S07E06,ASSAULT,BROOKLYN,OPEN,16,97,69.3,80069,27,,2013-03-15
99-1285,"Gina Linetti",Administrator,7,S07E13,VANDALISM,BRONX,DISMISSED,14,97,56.3,NULL,50,"Get that bread",2015-08-22
99-1286,"Jake Peralta",Detective,4,S04E14,BURGLARY,MANHATTAN,OPEN,40,89,78,82395,68,Noice,2018-12-05
99-1287,"Michael Hitchcock",NULL,2,S02E11,ASSAULT,MANHATTAN,DISMISSED,21,66,25.9,NULL,24,,2013-05-06
99-1288,"Jake Peralta",Detective,2,S02E12,ROBERRY,QUEENS,CLOSED,23,80,27.4,NULL,42,Nine-Nine!,2021-09-17
99-1289,"Jake Peralta",Detective,2,S02E05,FRAUD,MANHATTAN,OPEN,8,65,50.8,60526,53,,2015-06-08
99-1290,"Jake Peralta",Detective,8,S08E12,BURGLERY,BRONX,CLOSED,20,4,44,NULL,32,"The squad has arrived",2016-06-03
99-1292,"Raymond Holt",Captain,6,S06E21,MURDER,BRONX,CLOSED,43,86,49,102238,67,,2017-07-28
99-1294,"Rosa Diaz",Detective,3,S03E04,STALKING,BRONX,OPEN,44,64,22.1,105707,23,,2019-10-20
99-1296,"Charles Boyle",Detective,3,S03E13,MURDER,MANHATTAN,DISMISSED,36,70,49.4,57857,49,"Title of your sex tape",2014-03-05
99-1298,"Amy Santiago",Detective,3,S03E09,MURDER,MANHATTAN,OPEN,31,47,35.2,63568,41,,2013-05-20
99-1299,"Charles Boyle",Detective,5,S05E09,STALKING,BRONX,"IN PROGRESS",31,29,61.8,63960,71,,2015-10-12
99-1300,"Amy Santiago",Detective,6,S06E16,ARSON,QUEENS,CLOSED,9,100,50.5,0,46,,2021-09-02
99-1301,"Gina Linetti",Administrator,8,S08E17,FRAUD,"STATEN  ISLAND","UNDER INVESTIGATION",42,77,43,92426,51,"I want to go to there",NULL
99-1304,"Michael Hitchcock",Detective,7,S07E21,"DRUG  POSSESSION",QUEENS,CLOSED,14,100,43,71871,21,,2014-07-02
99-1305,"Raymond Holt",Captain,6,S06E17,ARSON,BRONX,DISMISSED,34,15,64.1,72587,62,,2018-06-09
99-1306,"Charles Boyle",Detective,2,S02E14,"DRUG POSESSION",BROOKLYN,"COLD CASE",10,38,28.2,58083,60,,2019-12-21
99-1307,"Terry Jeffords",Sergeant,5,S05E23,"GRAND LARCENY",QUEENS,"UNDER INVESTIGATION",11,98,20.8,NULL,48,"I want to go to there",2021-01-30
99-1309,"Raymond Holt",Captain,7,S07E05,ASSAULT,"STATEN  ISLAND",DISMISSED,5,44,30.1,59135,47,,2017-09-21
99-1310,"Rosa Diaz",Detective,2,S02E12,STALKING,BROOKLYN,"IN PROGRESS",28,66,74,NULL,69,,2017-05-13
99-1311,NULL,Detective,8,S08E14,MURDER,"STATEN  ISLAND","COLD CASE",41,47,62.8,NULL,46,,2015-07-21
99-1313,"Terry Jeffords",Sergeant,1,S01E07,MURDER,"STATEN  ISLAND",OPEN,9,45,30.1,59621,24,,2015-12-23
99-1314,"Gina Linetti",Administrator,2,S02E11,ASSAULT,BROOKLYN,CLOSED,35,87,66.8,NULL,29,"Title of your sex tape",2019-03-17
99-1317,NULL,Detective,8,S08E06,ROBBERY,"STATEN  ISLAND","UNDER INVESTIGATION",20,58,25,79068,45,,2019-02-28
99-1319,"Charles Boyle",Detective,7,S07E05,BURGLERY,BROOKLYN,"COLD CASE",35,48,63.5,57457,62,"Cool cool cool cool cool",2013-08-11
99-1320,"Jake Peralta",Detective,6,S06E12,VANDALISME,BRONX,CLOSED,6,71,52.3,NULL,30,,2016-02-17
99-1321,"Rosa Diaz",Detective,4,S04E09,MURDER,BROOKLYN,"COLD CASE",43,9,55.6,103382,21,,2013-10-04
99-1322,"Rosa Diaz",Detective,3,S03E05,"DRUG POSSESSION","STATEN  ISLAND","COLD CASE",37,59,23.1,98131,25,"Title of your sex tape",2017-03-10
99-1324,"Michael Hitchcock",Detective,8,S08E10,STALKING,BROOKLYN,CLOSED,6,29,68.1,101753,71,"I am a human person",2018-08-30
99-1326,"Gina Linetti",Administrator,7,S07E05,ASSAULT,QUEENS,"UNDER INVESTIGATION",44,49,63.3,67881,26,,2015-08-04
99-1327,"Raymond Holt",Captain,6,S06E22,MURDER,"STATEN  ISLAND",OPEN,35,20,51,NULL,35,,2021-02-09
99-1331,"Gina Linetti",Administrator,2,S02E15,"GRAND LARCENY",BRONX,"COLD CASE",31,74,55.5,96965,74,,2018-01-01
99-1333,"Gina Linetti",Administrator,5,S05E01,VANDALISM,QUEENS,DISMISSED,28,6,76.1,NULL,19,Bingpot!,2018-11-21
99-1334,"Gina Linetti",Administrator,2,S02E18,ROBBERY,BRONX,OPEN,45,18,74.5,0,59,,2018-11-04
99-1335,NULL,Detective,6,S06E22,"GRAND LARCENY",BROOKLYN,CLOSED,0,9,34.6,108669,37,,2021-03-10
99-1336,"Jake Peralta",Detective,2,S02E06,ARSON,QUEENS,"COLD CASE",39,22,34.6,98805,26,,2019-10-14
99-1338,"Michael Hitchcock",Detective,3,S03E13,ASSAULT,BROOKLYN,"COLD CASE",42,42,30.4,73344,61,"Title of your sex tape",2017-09-26
99-1339,"Terry Jeffords",Sergeant,3,S03E14,MURDER,BRONX,OPEN,4,26,67.6,70468,65,,2020-12-09
99-1340,"Raymond Holt",Captain,5,S05E22,"DRUG POSESSION",MANHATTAN,"IN PROGRESS",9,61,41,76965,20,,2018-12-02
99-1341,"Gina Linetti",Administrator,6,S06E20,ASSAULT,QUEENS,"UNDER INVESTIGATION",35,99,76.9,117936,41,,2020-03-18
99-1342,"Jake Peralta",Detective,8,S08E08,ROBBERY,MANHATTAN,"COLD CASE",30,86,49.6,NULL,21,,2017-02-07
99-1343,"Michael Hitchcock",Detective,4,S04E16,BURGLARY,MANHATTAN,"IN PROGRESS",37,58,62.9,57254,44,,2014-11-17
99-1344,"Charles Boyle",Detective,4,S04E05,"GRAND LARCENY",BRONX,"UNDER INVESTIGATION",50,91,58.6,85840,38,,2018-05-12
99-1345,"Michael Hitchcock",Sergeant,8,S08E13,ASSAULT,"STATEN  ISLAND",OPEN,46,62,71.1,60330,47,,NULL
99-1346,"Terry Jeffords",Sergeant,7,S07E01,ARSON,BROOKLYN,OPEN,39,49,69,59952,40,"The squad has arrived",NULL
99-1347,"Jake Peralta",Detective,3,S03E21,MURDER,QUEENS,ONGOING,2,73,77.7,72078,54,Bingpot!,2013-12-15
99-1348,"Gina Linetti",Administrator,6,S06E06,MURDER,MANHATTAN,"COLD CASE",28,18,76,72596,37,,2019-03-19
99-1349,"Rosa Diaz",Detective,8,S08E17,VANDALISM,"STATEN  ISLAND","COLD CASE",37,35,57.3,0,31,,2013-07-12
99-1351,"Terry Jeffords",Sergeant,8,S08E12,"GRAND LARCENY","STATEN  ISLAND",CLOSED,29,96,20.7,94988,64,,2017-12-25
99-1352,"Terry Jeffords",Sergeant,8,S08E13,"GRAND LARCENY","STATEN  ISLAND",CLOSED,26,15,64.2,0,27,,2015-04-24
99-1353,"Amy Santiago",Detective,4,S04E06,"GRAND LARCENY",BRONX,DISMISSED,45,22,64.8,91240,61,,2021-12-21
99-1354,"Gina Linetti",Administrator,4,S04E07,MURDER,QUEENS,CLOSED,11,94,21.2,96677,26,"Get that bread",2013-12-01
99-1355,NULL,Detective,8,S08E17,MURDER,"STATEN  ISLAND","UNDER INVESTIGATION",1,52,66.6,81067,19,,2015-01-27
99-1359,"Gina Linetti",Administrator,7,S07E12,BURGLARY,BRONX,DISMISSED,43,6,65.3,116975,69,,2017-02-23
99-1361,"Jake Peralta",Detective,3,S03E17,ASSAULT,BRONX,CLOSED,45,57,28.8,62207,58,,2021-05-14
99-1363,"Norm Scully",Detective,1,S01E14,VANDALISM,QUEENS,"COLD CASE",12,79,59.8,NULL,30,,2021-07-27
99-1364,"Terry Jeffords",Sergeant,8,S08E07,FRAUD,"STATEN  ISLAND",OPEN,46,25,27.6,113799,55,,2013-11-12
99-1367,NULL,Detective,3,S03E01,ASSAULT,"STATEN  ISLAND",CLOSED,10,69,59.4,96782,15,,2018-02-23
99-1369,"Gina Linetti",Administrator,6,S06E13,FRAUD,"STATEN  ISLAND",CLOSED,10,37,61.9,94825,70,,2017-02-25
99-1371,"Norm Scully",Detective,4,S04E14,ASSAULT,MANHATTAN,"COLD CASE",34,77,41,85992,71,,2018-11-08
99-1372,"Rosa Diaz",Detective,7,S07E06,"GRAND LARCENY",BROOKLYN,CLOSED,8,82,37.7,107564,75,,2015-05-22
99-1373,NULL,Detective,5,S05E10,MURDER,QUEENS,DISMISSED,42,54,58.9,NULL,43,,2019-06-18
99-1374,"Raymond Holt",Captain,8,S08E16,ROBERRY,MANHATTAN,"IN PROGRESS",9,21,30.9,117031,22,,2020-10-07
99-1375,"Charles Boyle",Detective,8,S08E11,ARSON,BROOKLYN,DISMISSED,45,21,79.4,100519,69,"I am a human person",2014-02-08
99-1378,"Terry Jeffords",Sergeant,3,S03E20,ROBBERY,BROOKLYN,DISMISSED,24,23,79,84262,28,,2015-09-26
99-1379,"Rosa Diaz",Detective,1,S01E22,STALKING,QUEENS,CLOSED,41,41,78.8,101596,52,,2021-07-29
99-1382,"Terry Jeffords",Sergeant,7,S07E15,ASSAULT,"STATEN  ISLAND","UNDER INVESTIGATION",7,69,20.7,57113,18,"Title of your sex tape",2015-11-06
99-1383,"Raymond Holt",Captain,2,S02E02,VANDALISME,MANHATTAN,OPEN,7,62,29.8,116025,74,,2016-06-13
99-1384,"Charles Boyle",Detective,5,S05E17,VANDALISME,QUEENS,"COLD CASE",8,27,59.8,55942,60,"Get that bread",2017-08-09
99-1385,"Amy Santiago",Detective,3,S03E15,STALKING,BROOKLYN,"UNDER INVESTIGATION",8,68,23.9,57815,62,,2013-10-01
99-1386,"Norm Scully",Detective,6,S06E01,ASSAULT,BROOKLYN,DISMISSED,13,32,57.6,97394,44,,2013-10-01
99-1387,"Terry Jeffords",Sergeant,7,S07E22,VANDALISM,QUEENS,ONGOING,17,40,31.2,94248,27,"I want to go to there",2016-02-10
99-1388,"Gina Linetti",Administrator,3,S03E04,"DRUG  POSSESSION",BRONX,DISMISSED,25,41,31.8,117648,50,,2019-08-12
99-1389,"Norm Scully",Detective,1,S01E16,"GRAND LARCENY",QUEENS,OPEN,22,1,25.1,92687,22,Bingpot!,NULL
99-1391,"Terry Jeffords",Sergeant,2,S02E03,FRAUD,MANHATTAN,DISMISSED,25,31,61.9,67577,28,,2020-02-15
99-1392,"Gina Linetti",Administrator,7,S07E04,BURGLERY,BRONX,CLOSED,24,4,29.4,61452,23,"I want to go to there",2019-03-27
99-1393,"Charles Boyle",Detective,8,S08E06,ARSON,BROOKLYN,ONGOING,10,16,64.7,114195,69,,2014-10-05
99-1394,"Gina Linetti",Administrator,3,S03E11,ROBBERY,BROOKLYN,"IN PROGRESS",39,41,57.2,113307,19,"Get that bread",2020-01-12
99-1396,"Terry Jeffords",Sergeant,3,S03E12,FRAUD,"STATEN  ISLAND",DISMISSED,40,75,66.3,97461,43,"Halloween Heist Champion",2016-01-04
99-1398,"Jake Peralta",Detective,5,S05E03,"DRUG POSSESSION",BRONX,"UNDER INVESTIGATION",34,46,35.4,73914,53,"Cool cool cool cool cool",2020-05-20
99-1401,"Rosa Diaz",Detective,1,S01E02,"GRAND LARCENY",QUEENS,DISMISSED,49,0,20.2,75966,51,,2020-11-29
99-1402,"Gina Linetti",Administrator,8,S08E21,FRAUD,MANHATTAN,OPEN,30,54,47.3,64842,37,,2018-03-04
99-1403,"Amy Santiago",Detective,3,S03E22,"GRAND LARCENY","STATEN  ISLAND",CLOSED,25,20,34.2,91259,44,,2016-09-07
